SelectionSort Algorithm, Random Uniform Data, N = 1000, T[ns] = 4397000
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 7000, T[ns] = 318796700
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 7000, T[ns] = 375705200
std::sort Algorithm, Random Uniform Data, N = 7000, T[ns] = 1415800
std::sort Algorithm, Ascending Data, N = 7000, T[ns] = 840300
std::sort Algorithm, Descending Data, N = 7000, T[ns] = 666300
std::sort Algorithm, Constant Data, N = 7000, T[ns] = 926100
SelectionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 132928800
SelectionSort Algorithm, Ascending Data, N = 7000, T[ns] = 149433400
SelectionSort Algorithm, Descending Data, N = 7000, T[ns] = 132186100
SelectionSort Algorithm, Constant Data, N = 7000, T[ns] = 127232700
InsertionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 142132100
InsertionSort Algorithm, Ascending Data, N = 7000, T[ns] = 52500
InsertionSort Algorithm, Descending Data, N = 7000, T[ns] = 284946200
InsertionSort Algorithm, Constant Data, N = 7000, T[ns] = 43700
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 7000, T[ns] = 19815900
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 7000, T[ns] = 412533500
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 7000, T[ns] = 289202800
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 7000, T[ns] = 421703700
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 7000, T[ns] = 12400100
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 7000, T[ns] = 391025500
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 7000, T[ns] = 314875800
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 7000, T[ns] = 375101000
std::sort Algorithm, Random Uniform Data, N = 7000, T[ns] = 1547000
std::sort Algorithm, Ascending Data, N = 7000, T[ns] = 808300
std::sort Algorithm, Descending Data, N = 7000, T[ns] = 624400
std::sort Algorithm, Constant Data, N = 7000, T[ns] = 902300
SelectionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 147626000
SelectionSort Algorithm, Ascending Data, N = 7000, T[ns] = 128061900
SelectionSort Algorithm, Descending Data, N = 7000, T[ns] = 130557500
SelectionSort Algorithm, Constant Data, N = 7000, T[ns] = 126943500
InsertionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 141638200
InsertionSort Algorithm, Ascending Data, N = 7000, T[ns] = 138600
InsertionSort Algorithm, Descending Data, N = 7000, T[ns] = 289780700
InsertionSort Algorithm, Constant Data, N = 7000, T[ns] = 43600
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 7000, T[ns] = 13121800
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 7000, T[ns] = 417578500
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 7000, T[ns] = 288273200
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 7000, T[ns] = 415154400
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 7000, T[ns] = 13005000
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 7000, T[ns] = 377424600
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 7000, T[ns] = 311952300
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 7000, T[ns] = 384777200
std::sort Algorithm, Random Uniform Data, N = 7000, T[ns] = 1339200
std::sort Algorithm, Ascending Data, N = 7000, T[ns] = 776900
std::sort Algorithm, Descending Data, N = 7000, T[ns] = 616700
std::sort Algorithm, Constant Data, N = 7000, T[ns] = 1017500
SelectionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 128284800
SelectionSort Algorithm, Ascending Data, N = 7000, T[ns] = 127506000
SelectionSort Algorithm, Descending Data, N = 7000, T[ns] = 130025800
SelectionSort Algorithm, Constant Data, N = 7000, T[ns] = 128525600
InsertionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 143825300
InsertionSort Algorithm, Ascending Data, N = 7000, T[ns] = 43300
InsertionSort Algorithm, Descending Data, N = 7000, T[ns] = 283437700
InsertionSort Algorithm, Constant Data, N = 7000, T[ns] = 59700
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 7000, T[ns] = 12731800
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 7000, T[ns] = 404684700
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 7000, T[ns] = 281511600
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 7000, T[ns] = 415329400
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 7000, T[ns] = 20972000
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 7000, T[ns] = 413478700
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 7000, T[ns] = 268739100
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 7000, T[ns] = 381936400
std::sort Algorithm, Random Uniform Data, N = 7000, T[ns] = 1338500
std::sort Algorithm, Ascending Data, N = 7000, T[ns] = 751300
std::sort Algorithm, Descending Data, N = 7000, T[ns] = 625800
std::sort Algorithm, Constant Data, N = 7000, T[ns] = 898900
SelectionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 128570000
SelectionSort Algorithm, Ascending Data, N = 7000, T[ns] = 127794600
SelectionSort Algorithm, Descending Data, N = 7000, T[ns] = 133165000
SelectionSort Algorithm, Constant Data, N = 7000, T[ns] = 129247500
InsertionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 142558300
InsertionSort Algorithm, Ascending Data, N = 7000, T[ns] = 43900
InsertionSort Algorithm, Descending Data, N = 7000, T[ns] = 288436800
InsertionSort Algorithm, Constant Data, N = 7000, T[ns] = 45300
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 7000, T[ns] = 12716200
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 7000, T[ns] = 409607600
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 7000, T[ns] = 280527600
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 7000, T[ns] = 418926100
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 7000, T[ns] = 21427200
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 7000, T[ns] = 409797000
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 7000, T[ns] = 269305700
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 7000, T[ns] = 377460200
std::sort Algorithm, Random Uniform Data, N = 7000, T[ns] = 1324700
std::sort Algorithm, Ascending Data, N = 7000, T[ns] = 759900
std::sort Algorithm, Descending Data, N = 7000, T[ns] = 617300
std::sort Algorithm, Constant Data, N = 7000, T[ns] = 929200
SelectionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 128563100
SelectionSort Algorithm, Ascending Data, N = 7000, T[ns] = 128436900
SelectionSort Algorithm, Descending Data, N = 7000, T[ns] = 137147900
SelectionSort Algorithm, Constant Data, N = 7000, T[ns] = 130203700
InsertionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 140092200
InsertionSort Algorithm, Ascending Data, N = 7000, T[ns] = 46300
InsertionSort Algorithm, Descending Data, N = 7000, T[ns] = 285814900
InsertionSort Algorithm, Constant Data, N = 7000, T[ns] = 43400
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 7000, T[ns] = 13097600
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 7000, T[ns] = 423972500
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 7000, T[ns] = 319456100
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 7000, T[ns] = 397816800
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 7000, T[ns] = 20385700
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 7000, T[ns] = 415190900
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 7000, T[ns] = 276373500
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 7000, T[ns] = 412845500
std::sort Algorithm, Random Uniform Data, N = 7000, T[ns] = 1377000
std::sort Algorithm, Ascending Data, N = 7000, T[ns] = 836600
std::sort Algorithm, Descending Data, N = 7000, T[ns] = 794300
std::sort Algorithm, Constant Data, N = 7000, T[ns] = 997900
SelectionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 143543400
SelectionSort Algorithm, Ascending Data, N = 7000, T[ns] = 128083000
SelectionSort Algorithm, Descending Data, N = 7000, T[ns] = 130116900
SelectionSort Algorithm, Constant Data, N = 7000, T[ns] = 129758600
InsertionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 145938500
InsertionSort Algorithm, Ascending Data, N = 7000, T[ns] = 49600
InsertionSort Algorithm, Descending Data, N = 7000, T[ns] = 285269900
InsertionSort Algorithm, Constant Data, N = 7000, T[ns] = 44000
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 7000, T[ns] = 12638600
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 7000, T[ns] = 373142400
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 7000, T[ns] = 315911700
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 7000, T[ns] = 378288900
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 7000, T[ns] = 13444200
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 7000, T[ns] = 416989600
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 7000, T[ns] = 277316100
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 7000, T[ns] = 411364700
std::sort Algorithm, Random Uniform Data, N = 7000, T[ns] = 1319300
std::sort Algorithm, Ascending Data, N = 7000, T[ns] = 841700
std::sort Algorithm, Descending Data, N = 7000, T[ns] = 642900
std::sort Algorithm, Constant Data, N = 7000, T[ns] = 936400
SelectionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 129183100
SelectionSort Algorithm, Ascending Data, N = 7000, T[ns] = 126188700
SelectionSort Algorithm, Descending Data, N = 7000, T[ns] = 130126600
SelectionSort Algorithm, Constant Data, N = 7000, T[ns] = 127253000
InsertionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 140416400
InsertionSort Algorithm, Ascending Data, N = 7000, T[ns] = 44000
InsertionSort Algorithm, Descending Data, N = 7000, T[ns] = 281688500
InsertionSort Algorithm, Constant Data, N = 7000, T[ns] = 74400
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 7000, T[ns] = 12816600
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 7000, T[ns] = 416917400
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 7000, T[ns] = 307770700
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 7000, T[ns] = 379460700
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 7000, T[ns] = 12722300
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 7000, T[ns] = 406173200
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 7000, T[ns] = 278080000
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 7000, T[ns] = 416194400
std::sort Algorithm, Random Uniform Data, N = 7000, T[ns] = 1760900
std::sort Algorithm, Ascending Data, N = 7000, T[ns] = 864900
std::sort Algorithm, Descending Data, N = 7000, T[ns] = 713900
std::sort Algorithm, Constant Data, N = 7000, T[ns] = 896900
SelectionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 136528700
SelectionSort Algorithm, Ascending Data, N = 7000, T[ns] = 128958000
SelectionSort Algorithm, Descending Data, N = 7000, T[ns] = 131872900
SelectionSort Algorithm, Constant Data, N = 7000, T[ns] = 127831600
InsertionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 139740200
InsertionSort Algorithm, Ascending Data, N = 7000, T[ns] = 94400
InsertionSort Algorithm, Descending Data, N = 7000, T[ns] = 288724700
InsertionSort Algorithm, Constant Data, N = 7000, T[ns] = 43700
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 7000, T[ns] = 14802300
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 7000, T[ns] = 420034600
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 7000, T[ns] = 282752800
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 7000, T[ns] = 379681700
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 7000, T[ns] = 13866600
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 7000, T[ns] = 465977800
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 7000, T[ns] = 343751000
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 7000, T[ns] = 391027700
std::sort Algorithm, Random Uniform Data, N = 7000, T[ns] = 1369800
std::sort Algorithm, Ascending Data, N = 7000, T[ns] = 749600
std::sort Algorithm, Descending Data, N = 7000, T[ns] = 619900
std::sort Algorithm, Constant Data, N = 7000, T[ns] = 916300
SelectionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 129681700
SelectionSort Algorithm, Ascending Data, N = 7000, T[ns] = 130053500
SelectionSort Algorithm, Descending Data, N = 7000, T[ns] = 132013900
SelectionSort Algorithm, Constant Data, N = 7000, T[ns] = 139364700
InsertionSort Algorithm, Random Uniform Data, N = 7000, T[ns] = 145329100
InsertionSort Algorithm, Ascending Data, N = 7000, T[ns] = 65400
InsertionSort Algorithm, Descending Data, N = 7000, T[ns] = 288533400
InsertionSort Algorithm, Constant Data, N = 7000, T[ns] = 43500
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 7000, T[ns] = 13587800
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 7000, T[ns] = 419454900
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 7000, T[ns] = 285535800
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 7000, T[ns] = 417358100
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 7000, T[ns] = 12705500
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 7000, T[ns] = 404113400
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 7000, T[ns] = 311102300
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 7000, T[ns] = 384892000
std::sort Algorithm, Random Uniform Data, N = 7000, T[ns] = 1789100
std::sort Algorithm, Ascending Data, N = 7000, T[ns] = 1011300
std::sort Algorithm, Descending Data, N = 7000, T[ns] = 719600
std::sort Algorithm, Constant Data, N = 7000, T[ns] = 896200
SelectionSort Algorithm, Random Uniform Data, N = 7500, T[ns] = 146113900
SelectionSort Algorithm, Ascending Data, N = 7500, T[ns] = 148365500
SelectionSort Algorithm, Descending Data, N = 7500, T[ns] = 149069100
SelectionSort Algorithm, Constant Data, N = 7500, T[ns] = 147212200
InsertionSort Algorithm, Random Uniform Data, N = 7500, T[ns] = 162477600
InsertionSort Algorithm, Ascending Data, N = 7500, T[ns] = 53700
InsertionSort Algorithm, Descending Data, N = 7500, T[ns] = 325125600
InsertionSort Algorithm, Constant Data, N = 7500, T[ns] = 46800
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 7500, T[ns] = 14193600
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 7500, T[ns] = 483051300
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 7500, T[ns] = 331080900
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 7500, T[ns] = 480474700
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 7500, T[ns] = 20723900
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 7500, T[ns] = 472860600
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 7500, T[ns] = 329059400
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 7500, T[ns] = 446073100
std::sort Algorithm, Random Uniform Data, N = 7500, T[ns] = 1445000
std::sort Algorithm, Ascending Data, N = 7500, T[ns] = 843000
std::sort Algorithm, Descending Data, N = 7500, T[ns] = 651100
std::sort Algorithm, Constant Data, N = 7500, T[ns] = 975800
SelectionSort Algorithm, Random Uniform Data, N = 7500, T[ns] = 147608200
SelectionSort Algorithm, Ascending Data, N = 7500, T[ns] = 145991800
SelectionSort Algorithm, Descending Data, N = 7500, T[ns] = 152509000
SelectionSort Algorithm, Constant Data, N = 7500, T[ns] = 151782100
InsertionSort Algorithm, Random Uniform Data, N = 7500, T[ns] = 164662800
InsertionSort Algorithm, Ascending Data, N = 7500, T[ns] = 55500
InsertionSort Algorithm, Descending Data, N = 7500, T[ns] = 325360900
InsertionSort Algorithm, Constant Data, N = 7500, T[ns] = 46200
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 7500, T[ns] = 13891200
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 7500, T[ns] = 486763900
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 7500, T[ns] = 364368900
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 7500, T[ns] = 445490100
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 7500, T[ns] = 13988200
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 7500, T[ns] = 480678200
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 7500, T[ns] = 331108500
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 7500, T[ns] = 477595600
std::sort Algorithm, Random Uniform Data, N = 7500, T[ns] = 1432800
std::sort Algorithm, Ascending Data, N = 7500, T[ns] = 828100
std::sort Algorithm, Descending Data, N = 7500, T[ns] = 658400
